ID_Estudiante;Nombres;Apellidos;Carrera;Facultad;Edad;Genero;Promedio_Acumulado;Asistencia_Promedio;Modalidad_Estudio;Beca;Horas_Trabajo_Semanal;Apoyo_Familiar;Actividad_Extracurricular;Satisfaccion_Programa;Estado_Mental;Creditos_Inscritos;Ha_Desertado;Razon_Desercion;Riesgo_Desercion_2025;Probabilidad_Desercion_2025
DZ2024124;Lucía Diego;Martínez Torres;Ingeniería de Sistemas;Ingeniería;19;Femenino;2.9;52.01;Virtual;Ninguna;10;Bajo;Voluntariado;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.623890527
VS2024125;Pedro Valeria;Flores Gómez;Administración de Empresas;Ciencias Económicas;27;Masculino;3.75;91.71;Mixta;Ninguna;10;Medio;Ninguna;Media;Malo;21;No;No Aplica;Medio Riesgo;0.448488685
SZ2024126;Juan Sofía;Martínez González;Enfermería;Ciencias de la Salud;29;Masculino;2.27;94.98;Presencial;Ninguna;20;Alto;Voluntariado;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.426211759
JS2024127;María Jorge;Torres Flores;Ingeniería Civil;Ingeniería;27;Otro;3.78;67.18;Mixta;Ninguna;30;Alto;Ninguna;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.566457259
LZ2024128;Sofía Laura;González Hernández;Comunicación Social;Humanidades;23;Otro;2.21;68.41;Presencial;Ninguna;10;Bajo;Ninguna;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.587956807
JZ2024129;Luis Juan;Gómez Martínez;Administración de Empresas;Ciencias Económicas;26;Femenino;2.43;90.2;Mixta;Ninguna;40;Bajo;Club Académico;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.465265963
VZ2024130;Carlos Valeria;González Flores;Contabilidad;Ciencias Económicas;24;Femenino;3.08;91.43;Virtual;Ninguna;30;Medio;Voluntariado;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.496751752
JZ2024131;Valeria Jorge;Díaz Torres;Diseño Gráfico;Artes y Diseño;19;Femenino;3.68;72.89;Virtual;Ninguna;0;Medio;Deporte;Media;Malo;15;No;No Aplica;Medio Riesgo;0.517629288
VZ2024132;María Valeria;Ramírez Díaz;Medicina;Ciencias de la Salud;22;Femenino;3.47;71.12;Virtual;Ninguna;10;Alto;Deporte;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.479303306
AZ2024133;Jorge Ana;Gómez Díaz;Biología;Ciencias de la Salud;30;Otro;3.5;53.36;Presencial;Ninguna;0;Medio;Club Académico;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.481077918
PS2024134;Laura Pedro;Flores Pérez;Arquitectura;Artes y Diseño;30;Otro;2.35;85.5;Mixta;Parcial;40;Bajo;Arte;Alta;Bueno;15;Sí;Problemas de Salud;Medio Riesgo;0.508563791
VZ2024135;Laura Valeria;Gómez Hernández;Derecho;Ciencias Jurídicas;28;Femenino;4.37;68.6;Presencial;Ninguna;10;Bajo;Club Académico;Media;Malo;21;No;No Aplica;Medio Riesgo;0.485445576
SZ2024136;Pedro Sofía;Ramírez Pérez;Ingeniería de Sistemas;Ingeniería;22;Masculino;4.42;58.62;Presencial;Parcial;40;Medio;Club Académico;Media;Regular;15;No;No Aplica;Medio Riesgo;0.508034801
DZ2024137;Ana Diego;Rodríguez Díaz;Comunicación Social;Humanidades;28;Masculino;4.11;68.11;Mixta;Ninguna;10;Medio;Voluntariado;Media;Malo;12;No;No Aplica;Medio Riesgo;0.503542699
CS2024138;Sofía Carlos;Torres Pérez;Diseño Gráfico;Artes y Diseño;30;Otro;2.63;62.85;Virtual;Ninguna;10;Bajo;Voluntariado;Baja;Malo;15;Sí;Falta de Motivación;Medio Riesgo;0.514633131
SZ2024139;Carlos Sofía;Ramírez Martínez;Medicina;Ciencias de la Salud;18;Femenino;4.14;60.26;Virtual;Ninguna;20;Medio;Arte;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.517047842
AZ2024140;Pedro Ana;Ramírez Martínez;Enfermería;Ciencias de la Salud;27;Otro;4.73;88.35;Mixta;Parcial;20;Medio;Ninguna;Baja;Regular;18;No;No Aplica;Bajo Riesgo;0.376363113
SS2024141;María Sofía;Flores Martínez;Enfermería;Ciencias de la Salud;29;Masculino;3.01;52.1;Virtual;Parcial;40;Medio;Voluntariado;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.614174534
CZ2024142;Carlos Carlos;Pérez Ramírez;Economía;Ciencias Económicas;25;Masculino;3.47;95.09;Mixta;Parcial;40;Alto;Arte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.468528828
LZ2024143;Laura Luis;Hernández Hernández;Ingeniería de Sistemas;Ingeniería;17;Masculino;4.53;57.73;Mixta;Completa;30;Alto;Club Académico;Alta;Malo;15;Sí;Carga Académica;Medio Riesgo;0.53346537
VZ2024144;Lucía Valeria;Díaz Hernández;Ingeniería Civil;Ingeniería;24;Masculino;2.74;64.18;Virtual;Parcial;10;Bajo;Deporte;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.574720046
LZ2024145;Jorge Luis;Martínez Torres;Biología;Ciencias de la Salud;20;Masculino;2.1;88.79;Virtual;Ninguna;10;Bajo;Ninguna;Media;Bueno;18;Sí;Carga Académica;Medio Riesgo;0.555049011
LS2024146;Lucía Luis;Flores Díaz;Comunicación Social;Humanidades;23;Femenino;3.35;81.9;Mixta;Beca deportiva;30;Medio;Deporte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.555158586
LZ2024147;Ana Laura;Hernández Rodríguez;Ingeniería Civil;Ingeniería;23;Femenino;4.09;56.48;Mixta;Ninguna;40;Alto;Ninguna;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.547590767
LZ2024148;Valeria Lucía;Gómez Hernández;Contabilidad;Ciencias Económicas;29;Femenino;3.46;66.87;Virtual;Completa;40;Medio;Voluntariado;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.498868837
CS2024149;Laura Carlos;Torres Díaz;Economía;Ciencias Económicas;20;Masculino;4.88;92.36;Presencial;Ninguna;40;Medio;Arte;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.473493716
VS2024150;Juan Valeria;Torres Hernández;Derecho;Ciencias Jurídicas;17;Femenino;4.42;99.23;Mixta;Ninguna;10;Medio;Voluntariado;Media;Regular;21;No;No Aplica;Medio Riesgo;0.405995367
SZ2024151;Valeria Sofía;Martínez Rodríguez;Economía;Ciencias Económicas;20;Otro;3.38;69.65;Mixta;Ninguna;0;Bajo;Arte;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.568982574
PZ2024152;Diego Pedro;Rodríguez Hernández;Medicina;Ciencias de la Salud;25;Femenino;4.91;51.66;Virtual;Ninguna;40;Medio;Voluntariado;Baja;Malo;21;Sí;Problemas Familiares;Medio Riesgo;0.520305863
DZ2024153;Ana Diego;Ramírez Hernández;Economía;Ciencias Económicas;17;Masculino;2.82;52.4;Presencial;Ninguna;10;Medio;Club Académico;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.600355075
JZ2024154;Valeria Jorge;Díaz González;Diseño Gráfico;Artes y Diseño;17;Masculino;4.21;67.29;Mixta;Ninguna;20;Alto;Ninguna;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.528718374
LZ2024155;María Lucía;Hernández Rodríguez;Derecho;Ciencias Jurídicas;21;Otro;3.1;87.9;Virtual;Parcial;0;Alto;Voluntariado;Media;Malo;18;No;No Aplica;Medio Riesgo;0.477452342
LZ2024156;Lucía Laura;González Rodríguez;Psicología;Humanidades;21;Otro;2.45;95.64;Mixta;Ninguna;0;Bajo;Deporte;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.428063019
LZ2024157;Ana Luis;Martínez Díaz;Psicología;Humanidades;29;Otro;3.38;96.53;Presencial;Ninguna;0;Bajo;Deporte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.465926611
LS2024158;Carlos Laura;Flores Torres;Comunicación Social;Humanidades;28;Femenino;4.58;53.83;Presencial;Parcial;30;Medio;Voluntariado;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.495804214
JZ2024159;Laura Jorge;Hernández Martínez;Ingeniería Civil;Ingeniería;19;Otro;2.1;54.32;Presencial;Ninguna;20;Bajo;Ninguna;Media;Bueno;21;Sí;Problemas Familiares;Medio Riesgo;0.66528285
SS2024160;Juan Sofía;Torres Gómez;Enfermería;Ciencias de la Salud;21;Femenino;3.79;76;Presencial;Ninguna;30;Medio;Arte;Baja;Regular;18;Sí;Problemas Económicos;Medio Riesgo;0.455585596
SZ2024161;María Sofía;Gómez Hernández;Contabilidad;Ciencias Económicas;22;Otro;4.19;99.13;Virtual;Ninguna;10;Bajo;Arte;Alta;Bueno;21;Sí;Falta de Motivación;Medio Riesgo;0.42420133
MS2024162;Diego María;Flores Pérez;Diseño Gráfico;Artes y Diseño;22;Femenino;3.39;81.22;Presencial;Beca deportiva;30;Bajo;Arte;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.513310165
LS2024163;Pedro Luis;Torres Gómez;Economía;Ciencias Económicas;21;Femenino;3.43;75.27;Presencial;Ninguna;10;Alto;Club Académico;Media;Malo;18;No;No Aplica;Medio Riesgo;0.517246038
MS2024164;Carlos María;Flores Flores;Contabilidad;Ciencias Económicas;28;Masculino;3.06;71.08;Virtual;Ninguna;30;Alto;Ninguna;Alta;Bueno;15;Sí;Trabajo;Medio Riesgo;0.518096502
LZ2024165;Jorge Laura;Martínez Pérez;Psicología;Humanidades;30;Femenino;2.54;79.44;Mixta;Ninguna;30;Medio;Deporte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.519023524
LZ2024166;Ana Luis;Pérez Hernández;Derecho;Ciencias Jurídicas;27;Femenino;4.78;72.77;Virtual;Parcial;40;Medio;Voluntariado;Alta;Regular;12;No;No Aplica;Bajo Riesgo;0.393682576
JZ2024167;Ana Juan;Pérez Flores;Ingeniería de Sistemas;Ingeniería;17;Masculino;3.74;52.58;Virtual;Beca deportiva;0;Medio;Ninguna;Media;Bueno;15;Sí;Falta de Motivación;Medio Riesgo;0.624163098
JZ2024168;Lucía Jorge;Ramírez Hernández;Contabilidad;Ciencias Económicas;20;Otro;2.68;56.16;Presencial;Ninguna;20;Bajo;Voluntariado;Baja;Regular;15;Sí;Problemas Familiares;Medio Riesgo;0.541063157
JZ2024169;Jorge Juan;Pérez Flores;Economía;Ciencias Económicas;22;Femenino;4.98;51.28;Presencial;Ninguna;20;Medio;Arte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.55565612
CZ2024170;Pedro Carlos;Díaz Pérez;Ingeniería de Sistemas;Ingeniería;29;Masculino;4.29;91.35;Mixta;Parcial;30;Bajo;Arte;Media;Regular;12;No;No Aplica;Bajo Riesgo;0.391341283
PZ2024171;Valeria Pedro;González Martínez;Enfermería;Ciencias de la Salud;23;Femenino;4.66;50.6;Mixta;Ninguna;10;Bajo;Deporte;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.477150916
LZ2024172;Ana Lucía;Díaz Flores;Enfermería;Ciencias de la Salud;29;Femenino;4.85;61.8;Mixta;Parcial;10;Bajo;Ninguna;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.477468544
PZ2024173;Luis Pedro;Rodríguez Gómez;Ingeniería de Sistemas;Ingeniería;28;Masculino;3.3;64.13;Virtual;Ninguna;0;Bajo;Deporte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.521615911
JS2024174;Valeria Juan;Flores Flores;Enfermería;Ciencias de la Salud;24;Otro;2.4;54.01;Virtual;Ninguna;30;Bajo;Deporte;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.578186411
PZ2024175;Sofía Pedro;González Gómez;Enfermería;Ciencias de la Salud;17;Femenino;2.47;60.25;Presencial;Ninguna;20;Alto;Arte;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.628872902
JZ2024176;María Juan;Pérez Ramírez;Contabilidad;Ciencias Económicas;21;Otro;4.67;76.39;Mixta;Beca académica;30;Medio;Voluntariado;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.420418223
SS2024177;Sofía Sofía;Torres Torres;Arquitectura;Artes y Diseño;22;Otro;4.15;59.66;Mixta;Completa;40;Bajo;Voluntariado;Media;Malo;15;No;No Aplica;Medio Riesgo;0.561157208
LZ2024178;Juan Laura;Hernández Flores;Ingeniería Civil;Ingeniería;21;Femenino;4.37;95.15;Mixta;Ninguna;40;Medio;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.464144799
VZ2024179;Juan Valeria;Pérez González;Enfermería;Ciencias de la Salud;21;Otro;2.78;60.45;Virtual;Completa;10;Alto;Voluntariado;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.489510795
PS2024180;Valeria Pedro;Flores Martínez;Enfermería;Ciencias de la Salud;28;Otro;2.29;53.35;Mixta;Ninguna;20;Medio;Arte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.604284196
PZ2024181;Jorge Pedro;Ramírez Ramírez;Enfermería;Ciencias de la Salud;20;Otro;3.28;91.25;Virtual;Ninguna;30;Medio;Deporte;Alta;Regular;15;Sí;Carga Académica;Medio Riesgo;0.403514693
DS2024182;Sofía Diego;Flores Rodríguez;Economía;Ciencias Económicas;21;Femenino;4.31;67.84;Mixta;Ninguna;10;Medio;Voluntariado;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.464885956
LS2024183;Valeria Laura;Torres Pérez;Enfermería;Ciencias de la Salud;19;Femenino;4.62;75.56;Presencial;Ninguna;20;Bajo;Deporte;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.418456765
SS2024184;María Sofía;Flores González;Economía;Ciencias Económicas;28;Otro;2.81;73.56;Mixta;Ninguna;20;Bajo;Club Académico;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.462624028
DS2024185;Pedro Diego;Flores Martínez;Administración de Empresas;Ciencias Económicas;26;Masculino;3.87;60.22;Presencial;Ninguna;20;Medio;Voluntariado;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.543500586
SZ2024186;Jorge Sofía;Díaz Hernández;Ingeniería de Sistemas;Ingeniería;17;Otro;4.46;56.69;Presencial;Ninguna;30;Bajo;Arte;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.50787203
VZ2024187;Pedro Valeria;Martínez Flores;Administración de Empresas;Ciencias Económicas;19;Femenino;2.21;77.77;Mixta;Ninguna;0;Bajo;Club Académico;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.580452917
CZ2024188;Pedro Carlos;Gómez Ramírez;Contabilidad;Ciencias Económicas;26;Masculino;3.44;96.45;Presencial;Completa;10;Bajo;Club Académico;Baja;Regular;18;No;No Aplica;Bajo Riesgo;0.37752236
JZ2024189;Valeria Jorge;González Díaz;Psicología;Humanidades;23;Otro;4.07;60.89;Mixta;Ninguna;40;Alto;Arte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.473288576
JS2024190;Jorge Jorge;Flores Gómez;Biología;Ciencias de la Salud;24;Masculino;4.06;53.51;Virtual;Parcial;40;Alto;Club Académico;Media;Malo;21;Sí;Carga Académica;Medio Riesgo;0.556213688
MZ2024191;Pedro María;Martínez Rodríguez;Ingeniería Civil;Ingeniería;18;Otro;5;94.51;Virtual;Completa;0;Bajo;Ninguna;Baja;Regular;18;No;No Aplica;Bajo Riesgo;0.362550006
AZ2024192;Lucía Ana;Martínez Hernández;Comunicación Social;Humanidades;23;Otro;2.43;87.52;Virtual;Ninguna;10;Bajo;Deporte;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.432903227
VS2024193;Valeria Valeria;Flores Flores;Biología;Ciencias de la Salud;19;Masculino;4.96;67.55;Virtual;Ninguna;40;Alto;Club Académico;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.492622148
SS2024194;Sofía Sofía;Torres González;Medicina;Ciencias de la Salud;19;Femenino;2.56;79.4;Virtual;Ninguna;20;Alto;Ninguna;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.514315574
LS2024195;Laura Laura;Flores Flores;Medicina;Ciencias de la Salud;18;Femenino;2.72;64.15;Presencial;Parcial;20;Medio;Deporte;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.508078767
AZ2024196;Diego Ana;Hernández Martínez;Medicina;Ciencias de la Salud;26;Otro;4.69;64.64;Virtual;Ninguna;0;Medio;Club Académico;Media;Malo;12;No;No Aplica;Medio Riesgo;0.486582946
SS2024197;Sofía Sofía;Torres Rodríguez;Ingeniería Civil;Ingeniería;20;Otro;2.22;53.12;Virtual;Parcial;30;Alto;Club Académico;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.580926473
AZ2024198;María Ana;Hernández Hernández;Arquitectura;Artes y Diseño;25;Femenino;3.83;85.73;Virtual;Parcial;10;Alto;Arte;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.458531615
LS2024199;Valeria Luis;Flores Martínez;Medicina;Ciencias de la Salud;22;Otro;2.13;58.72;Mixta;Parcial;30;Medio;Deporte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.654624811
DZ2024200;Diego Diego;Pérez Ramírez;Arquitectura;Artes y Diseño;22;Femenino;2.84;52.66;Virtual;Parcial;30;Medio;Ninguna;Media;Malo;12;No;No Aplica;Medio Riesgo;0.598282973
SZ2024201;Ana Sofía;Rodríguez Flores;Biología;Ciencias de la Salud;26;Masculino;4.26;88.62;Mixta;Beca deportiva;10;Alto;Voluntariado;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.407447593
LZ2024202;Carlos Luis;Martínez Pérez;Economía;Ciencias Económicas;29;Otro;2.85;81.5;Virtual;Ninguna;20;Alto;Deporte;Media;Regular;18;No;No Aplica;Medio Riesgo;0.435909073
VZ2024203;Carlos Valeria;Díaz González;Medicina;Ciencias de la Salud;26;Otro;3.53;71.45;Mixta;Parcial;30;Bajo;Arte;Alta;Bueno;15;Sí;Falta de Motivación;Medio Riesgo;0.529747394
CZ2024204;Juan Carlos;Ramírez Hernández;Psicología;Humanidades;24;Otro;4.6;69.44;Presencial;Ninguna;0;Bajo;Club Académico;Alta;Bueno;21;Sí;Falta de Motivación;Medio Riesgo;0.494895036
LZ2024205;Luis Lucía;Pérez Díaz;Arquitectura;Artes y Diseño;17;Femenino;3.66;73.96;Virtual;Ninguna;30;Alto;Voluntariado;Baja;Bueno;15;Sí;Problemas Familiares;Medio Riesgo;0.555990016
MZ2024206;María María;Martínez Martínez;Enfermería;Ciencias de la Salud;20;Femenino;2.29;68.21;Virtual;Ninguna;40;Alto;Ninguna;Media;Regular;21;Sí;Carga Académica;Medio Riesgo;0.533564337
DS2024207;Ana Diego;Flores Torres;Diseño Gráfico;Artes y Diseño;25;Femenino;4.08;54.36;Mixta;Ninguna;20;Medio;Voluntariado;Baja;Bueno;21;Sí;Problemas Económicos;Medio Riesgo;0.584611988
SZ2024208;Valeria Sofía;Díaz Gómez;Contabilidad;Ciencias Económicas;23;Femenino;2.22;86.19;Virtual;Ninguna;10;Medio;Deporte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.487486741
AZ2024209;Carlos Ana;Ramírez Torres;Contabilidad;Ciencias Económicas;25;Masculino;3.72;92.13;Mixta;Ninguna;20;Bajo;Deporte;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.501490338
LZ2024210;Lucía Lucía;Díaz Rodríguez;Medicina;Ciencias de la Salud;20;Otro;2.97;82.72;Presencial;Ninguna;0;Bajo;Deporte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.429432766
AZ2024211;Luis Ana;Ramírez Torres;Medicina;Ciencias de la Salud;24;Otro;4.87;73.68;Mixta;Ninguna;30;Bajo;Club Académico;Baja;Malo;21;Sí;Problemas Económicos;Medio Riesgo;0.470461303
JS2024212;Jorge Jorge;Torres Ramírez;Economía;Ciencias Económicas;20;Femenino;4.69;84.82;Virtual;Beca deportiva;20;Alto;Club Académico;Baja;Regular;15;No;No Aplica;Bajo Riesgo;0.395337168
LZ2024213;Sofía Luis;Gómez Hernández;Diseño Gráfico;Artes y Diseño;17;Otro;2.11;73.6;Mixta;Parcial;20;Medio;Ninguna;Baja;Malo;12;Sí;Problemas Económicos;Medio Riesgo;0.570248816
MZ2024214;Valeria María;Ramírez Ramírez;Biología;Ciencias de la Salud;28;Femenino;2.22;68.44;Virtual;Ninguna;20;Medio;Voluntariado;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.461355918
PZ2024215;María Pedro;Hernández Torres;Derecho;Ciencias Jurídicas;29;Masculino;2.66;59.38;Presencial;Completa;0;Alto;Voluntariado;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.590709392
AZ2024216;Ana Ana;Hernández Flores;Enfermería;Ciencias de la Salud;24;Masculino;4.19;97.75;Mixta;Ninguna;0;Alto;Club Académico;Media;Malo;12;No;No Aplica;Medio Riesgo;0.42339825
AZ2024217;Pedro Ana;Rodríguez Gómez;Comunicación Social;Humanidades;29;Otro;3.13;87.07;Presencial;Ninguna;30;Alto;Club Académico;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.406049802
DZ2024218;Laura Diego;Martínez Pérez;Biología;Ciencias de la Salud;18;Femenino;4.35;79.31;Mixta;Parcial;10;Bajo;Ninguna;Baja;Malo;15;No;No Aplica;Medio Riesgo;0.4837727
VZ2024219;Sofía Valeria;Rodríguez Flores;Biología;Ciencias de la Salud;30;Otro;4.55;52.84;Virtual;Ninguna;20;Medio;Deporte;Alta;Regular;18;Sí;Trabajo;Medio Riesgo;0.436556604
MZ2024220;Diego María;Hernández Torres;Ingeniería Civil;Ingeniería;18;Femenino;4.15;75.43;Presencial;Ninguna;30;Medio;Ninguna;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.527747468
MZ2024221;Luis María;Ramírez Rodríguez;Ingeniería Civil;Ingeniería;18;Otro;4.32;65.6;Presencial;Parcial;20;Bajo;Ninguna;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.520988448
SZ2024222;Valeria Sofía;Martínez Rodríguez;Psicología;Humanidades;27;Femenino;2.73;93.76;Presencial;Ninguna;40;Medio;Voluntariado;Media;Regular;15;No;No Aplica;Medio Riesgo;0.431277967
JS2024223;Juan Jorge;Torres Gómez;Ingeniería Civil;Ingeniería;21;Femenino;4.24;87.05;Presencial;Beca académica;20;Alto;Voluntariado;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.508667751
SZ2024224;Luis Sofía;Rodríguez Flores;Enfermería;Ciencias de la Salud;23;Femenino;3.62;69.9;Mixta;Completa;0;Alto;Arte;Media;Malo;15;Sí;Falta de Motivación;Medio Riesgo;0.523415174
JS2024225;Carlos Jorge;Flores Martínez;Psicología;Humanidades;19;Masculino;4.17;81.14;Presencial;Parcial;40;Medio;Voluntariado;Media;Malo;21;No;No Aplica;Medio Riesgo;0.504479398
DZ2024226;Pedro Diego;González Martínez;Biología;Ciencias de la Salud;19;Masculino;3.57;93.86;Virtual;Completa;20;Bajo;Voluntariado;Baja;Malo;18;Sí;Carga Académica;Medio Riesgo;0.447128948
LZ2024227;Laura Lucía;González Rodríguez;Arquitectura;Artes y Diseño;23;Femenino;4.2;76.03;Virtual;Parcial;0;Medio;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.484679622
LS2024228;Carlos Laura;Flores Torres;Diseño Gráfico;Artes y Diseño;18;Masculino;2.42;83.79;Presencial;Completa;30;Medio;Ninguna;Media;Malo;15;No;No Aplica;Medio Riesgo;0.543562329
LZ2024229;Diego Luis;Pérez González;Ingeniería de Sistemas;Ingeniería;30;Masculino;2.08;66.93;Presencial;Parcial;40;Bajo;Arte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.555921473
VZ2024230;Juan Valeria;Pérez Rodríguez;Ingeniería Civil;Ingeniería;19;Masculino;4.48;67.01;Mixta;Beca académica;20;Bajo;Ninguna;Media;Malo;15;Sí;Problemas Familiares;Medio Riesgo;0.534880928
LZ2024231;Jorge Luis;Hernández Díaz;Psicología;Humanidades;26;Otro;3.06;82.31;Presencial;Parcial;0;Bajo;Voluntariado;Alta;Malo;21;Sí;Problemas de Salud;Medio Riesgo;0.447411703
CZ2024232;Luis Carlos;Ramírez Torres;Medicina;Ciencias de la Salud;28;Masculino;2.23;75.38;Presencial;Ninguna;40;Bajo;Arte;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.541540262
JZ2024233;Pedro Jorge;González Díaz;Enfermería;Ciencias de la Salud;18;Femenino;3.95;95.22;Virtual;Ninguna;40;Medio;Arte;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.447122207
CZ2024234;Sofía Carlos;Hernández Díaz;Derecho;Ciencias Jurídicas;18;Masculino;4.23;69.04;Presencial;Ninguna;20;Bajo;Voluntariado;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.494725372
DZ2024235;Ana Diego;Rodríguez Pérez;Administración de Empresas;Ciencias Económicas;27;Femenino;3.41;53.65;Mixta;Ninguna;30;Bajo;Arte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.580282743
PS2024236;Valeria Pedro;Flores Pérez;Economía;Ciencias Económicas;24;Femenino;4.69;83.02;Virtual;Ninguna;30;Bajo;Voluntariado;Media;Malo;15;No;No Aplica;Medio Riesgo;0.45138412
DZ2024237;Sofía Diego;Gómez Pérez;Diseño Gráfico;Artes y Diseño;22;Otro;4.61;77.7;Virtual;Ninguna;40;Alto;Arte;Media;Regular;21;No;No Aplica;Medio Riesgo;0.435908568
JZ2024238;María Juan;Ramírez Hernández;Comunicación Social;Humanidades;26;Femenino;4.55;53.37;Virtual;Parcial;40;Alto;Deporte;Media;Regular;15;Sí;Falta de Motivación;Medio Riesgo;0.492209286
SZ2024239;María Sofía;Rodríguez Díaz;Diseño Gráfico;Artes y Diseño;29;Otro;4.52;65.2;Virtual;Ninguna;20;Medio;Arte;Media;Malo;18;No;No Aplica;Medio Riesgo;0.485713516
SZ2024240;Ana Sofía;Martínez Flores;Medicina;Ciencias de la Salud;25;Femenino;3.6;60.81;Mixta;Ninguna;10;Alto;Ninguna;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.552599662
LZ2024241;Pedro Laura;Ramírez Gómez;Enfermería;Ciencias de la Salud;18;Otro;2.35;79.8;Virtual;Parcial;40;Bajo;Ninguna;Media;Regular;18;No;No Aplica;Medio Riesgo;0.508137558
LZ2024242;Juan Laura;González Martínez;Derecho;Ciencias Jurídicas;17;Masculino;2.66;72.33;Virtual;Completa;20;Bajo;Voluntariado;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.498772869
CZ2024243;Carlos Carlos;Martínez González;Medicina;Ciencias de la Salud;27;Otro;4.62;84.54;Mixta;Parcial;30;Alto;Deporte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.493586868
LZ2024244;Juan Laura;Pérez Flores;Comunicación Social;Humanidades;27;Femenino;4.57;78.22;Presencial;Parcial;20;Bajo;Voluntariado;Media;Bueno;12;Sí;Trabajo;Medio Riesgo;0.503558365
